market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity,weapon,collection,rarity,float_min,float_max,tradeup_to
AK-47 | Aquamarine Revenge (Battle-Scarred),AK-47 | Aquamarine Revenge,Battle-Scarred,25.35,32.5,43.67,18,AK-47,The Falchion Collection,Covert,0.0,1.0,
PP-Bizon | Sand Dashed (Well-Worn),PP-Bizon | Sand Dashed,Well-Worn,0.02,0.03,0.03,745,PP-Bizon,The Italy Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Seabird (Battle-Scarred),PP-Bizon | Seabird,Battle-Scarred,,4.66,,0,PP-Bizon,The St. Marc Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Seabird (Factory New),PP-Bizon | Seabird,Factory New,5.33,5.78,20.77,45,PP-Bizon,The St. Marc Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Seabird (Field-Tested),PP-Bizon | Seabird,Field-Tested,5.17,5.03,14.73,58,PP-Bizon,The St. Marc Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Seabird (Minimal Wear),PP-Bizon | Seabird,Minimal Wear,6.0,5.28,15.6,22,PP-Bizon,The St. Marc Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Seabird (Well-Worn),PP-Bizon | Seabird,Well-Worn,,4.71,,0,PP-Bizon,The St. Marc Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Space Cat (Battle-Scarred),PP-Bizon | Space Cat,Battle-Scarred,0.17,0.24,0.9,44,PP-Bizon,The Dreams & Nightmares Collection,Restricted,0.0,0.67,Classified
PP-Bizon | Space Cat (Factory New),PP-Bizon | Space Cat,Factory New,1.28,1.39,8.48,50,PP-Bizon,The Dreams & Nightmares Collection,Restricted,0.0,0.67,Classified
PP-Bizon | Space Cat (Field-Tested),PP-Bizon | Space Cat,Field-Tested,0.18,0.25,1.01,138,PP-Bizon,The Dreams & Nightmares Collection,Restricted,0.0,0.67,Classified
PP-Bizon | Space Cat (Minimal Wear),PP-Bizon | Space Cat,Minimal Wear,0.45,0.62,2.17,110,PP-Bizon,The Dreams & Nightmares Collection,Restricted,0.0,0.67,Classified
PP-Bizon | Space Cat (Well-Worn),PP-Bizon | Space Cat,Well-Worn,0.19,0.25,0.51,34,PP-Bizon,The Dreams & Nightmares Collection,Restricted,0.0,0.67,Classified
PP-Bizon | Urban Dashed (Battle-Scarred),PP-Bizon | Urban Dashed,Battle-Scarred,0.04,0.03,0.68,18,PP-Bizon,The Train Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Urban Dashed (Factory New),PP-Bizon | Urban Dashed,Factory New,0.94,0.25,1.0,11,PP-Bizon,The Train Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Urban Dashed (Field-Tested),PP-Bizon | Urban Dashed,Field-Tested,0.06,0.04,1.25,48,PP-Bizon,The Train Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Urban Dashed (Minimal Wear),PP-Bizon | Urban Dashed,Minimal Wear,0.04,0.05,1.04,403,PP-Bizon,The Train Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Urban Dashed (Well-Worn),PP-Bizon | Urban Dashed,Well-Worn,0.12,0.05,0.9,8,PP-Bizon,The Train Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Water Sigil (Battle-Scarred),PP-Bizon | Water Sigil,Battle-Scarred,,4.47,,0,PP-Bizon,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Water Sigil (Factory New),PP-Bizon | Water Sigil,Factory New,2.89,1.9,26.14,12,PP-Bizon,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Water Sigil (Field-Tested),PP-Bizon | Water Sigil,Field-Tested,1.77,1.78,3.54,11,PP-Bizon,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Water Sigil (Minimal Wear),PP-Bizon | Water Sigil,Minimal Wear,2.15,2.02,6.79,9,PP-Bizon,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Water Sigil (Well-Worn),PP-Bizon | Water Sigil,Well-Worn,3.19,3.46,3.19,1,PP-Bizon,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Wood Block Camo (Battle-Scarred),PP-Bizon | Wood Block Camo,Battle-Scarred,0.02,0.03,0.1,2,PP-Bizon,The Radiant Collection,Consumer Grade,0.0,0.6,
PP-Bizon | Wood Block Camo (Factory New),PP-Bizon | Wood Block Camo,Factory New,0.16,0.07,0.49,102,PP-Bizon,The Radiant Collection,Consumer Grade,0.0,0.6,
PP-Bizon | Wood Block Camo (Field-Tested),PP-Bizon | Wood Block Camo,Field-Tested,0.13,0.04,0.26,22,PP-Bizon,The Radiant Collection,Consumer Grade,0.0,0.6,
PP-Bizon | Wood Block Camo (Minimal Wear),PP-Bizon | Wood Block Camo,Minimal Wear,0.59,0.05,1.07,6,PP-Bizon,The Radiant Collection,Consumer Grade,0.0,0.6,
PP-Bizon | Wood Block Camo (Well-Worn),PP-Bizon | Wood Block Camo,Well-Worn,1.5,0.03,1.5,1,PP-Bizon,The Radiant Collection,Consumer Grade,0.0,0.6,
R8 Revolver | Amber Fade (Factory New),R8 Revolver | Amber Fade,Factory New,0.69,0.75,3.02,119,R8 Revolver,The Dust 2 Collection,Classified,0.0,0.4,Covert
R8 Revolver | Amber Fade (Field-Tested),R8 Revolver | Amber Fade,Field-Tested,0.5,0.63,2.12,96,R8 Revolver,The Dust 2 Collection,Classified,0.0,0.4,Covert
R8 Revolver | Amber Fade (Minimal Wear),R8 Revolver | Amber Fade,Minimal Wear,0.62,0.64,1.99,53,R8 Revolver,The Dust 2 Collection,Classified,0.0,0.4,Covert
R8 Revolver | Amber Fade (Well-Worn),R8 Revolver | Amber Fade,Well-Worn,0.88,1.2,7.17,14,R8 Revolver,The Dust 2 Collection,Classified,0.0,0.4,Covert
R8 Revolver | Banana Cannon (Battle-Scarred),R8 Revolver | Banana Cannon,Battle-Scarred,0.16,0.24,1.29,75,R8 Revolver,The Revolution Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Banana Cannon (Factory New),R8 Revolver | Banana Cannon,Factory New,2.4,1.72,5.9,45,R8 Revolver,The Revolution Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Banana Cannon (Field-Tested),R8 Revolver | Banana Cannon,Field-Tested,0.17,0.25,1.16,153,R8 Revolver,The Revolution Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Banana Cannon (Minimal Wear),R8 Revolver | Banana Cannon,Minimal Wear,0.52,0.62,1.91,75,R8 Revolver,The Revolution Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Banana Cannon (Well-Worn),R8 Revolver | Banana Cannon,Well-Worn,0.16,0.24,0.51,79,R8 Revolver,The Revolution Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Blaze (Factory New),R8 Revolver | Blaze,Factory New,1.99,1.9,6.41,416,R8 Revolver,The 2021 Train Collection,Mil-Spec Grade,0.0,0.08,
R8 Revolver | Blaze (Minimal Wear),R8 Revolver | Blaze,Minimal Wear,2.78,1.86,4.31,25,R8 Revolver,The 2021 Train Collection,Mil-Spec Grade,0.0,0.08,
R8 Revolver | Bone Forged (Battle-Scarred),R8 Revolver | Bone Forged,Battle-Scarred,0.07,0.09,0.17,70,R8 Revolver,The Prisma 2 Collection,Mil-Spec Grade,0.0,0.6,
R8 Revolver | Bone Forged (Factory New),R8 Revolver | Bone Forged,Factory New,0.23,0.32,1.8,78,R8 Revolver,The Prisma 2 Collection,Mil-Spec Grade,0.0,0.6,
R8 Revolver | Bone Forged (Field-Tested),R8 Revolver | Bone Forged,Field-Tested,0.12,0.16,0.43,152,R8 Revolver,The Prisma 2 Collection,Mil-Spec Grade,0.0,0.6,
R8 Revolver | Bone Forged (Minimal Wear),R8 Revolver | Bone Forged,Minimal Wear,0.09,0.15,0.53,106,R8 Revolver,The Prisma 2 Collection,Mil-Spec Grade,0.0,0.6,
R8 Revolver | Bone Forged (Well-Worn),R8 Revolver | Bone Forged,Well-Worn,0.06,0.09,0.5,23,R8 Revolver,The Prisma 2 Collection,Mil-Spec Grade,0.0,0.6,
R8 Revolver | Bone Mask (Battle-Scarred),R8 Revolver | Bone Mask,Battle-Scarred,0.02,0.03,0.05,855,R8 Revolver,The Bank Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Bone Mask (Factory New),R8 Revolver | Bone Mask,Factory New,0.85,0.13,1.41,10,R8 Revolver,The Bank Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Bone Mask (Field-Tested),R8 Revolver | Bone Mask,Field-Tested,0.02,0.03,0.07,1662,R8 Revolver,The Bank Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Bone Mask (Minimal Wear),R8 Revolver | Bone Mask,Minimal Wear,0.03,0.04,0.2,136,R8 Revolver,The Bank Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Bone Mask (Well-Worn),R8 Revolver | Bone Mask,Well-Worn,0.02,0.03,0.08,429,R8 Revolver,The Bank Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Canal Spray (Battle-Scarred),R8 Revolver | Canal Spray,Battle-Scarred,1.01,1.16,2.01,12,R8 Revolver,The Canals Collection,Consumer Grade,0.06,0.6,
R8 Revolver | Canal Spray (Factory New),R8 Revolver | Canal Spray,Factory New,8.45,6.23,14.34,8,R8 Revolver,The Canals Collection,Consumer Grade,0.06,0.6,
R8 Revolver | Canal Spray (Field-Tested),R8 Revolver | Canal Spray,Field-Tested,1.2,1.34,4.21,77,R8 Revolver,The Canals Collection,Consumer Grade,0.06,0.6,
R8 Revolver | Canal Spray (Minimal Wear),R8 Revolver | Canal Spray,Minimal Wear,2.4,1.88,7.67,20,R8 Revolver,The Canals Collection,Consumer Grade,0.06,0.6,
R8 Revolver | Canal Spray (Well-Worn),R8 Revolver | Canal Spray,Well-Worn,5.0,1.67,5.0,1,R8 Revolver,The Canals Collection,Consumer Grade,0.06,0.6,
R8 Revolver | Cobalt Grip (Battle-Scarred),R8 Revolver | Cobalt Grip,Battle-Scarred,0.03,0.03,0.25,24,R8 Revolver,The Ascent Collection,Consumer Grade,0.0,0.80339,
R8 Revolver | Cobalt Grip (Factory New),R8 Revolver | Cobalt Grip,Factory New,0.45,0.09,4.05,124,R8 Revolver,The Ascent Collection,Consumer Grade,0.0,0.80339,
R8 Revolver | Cobalt Grip (Field-Tested),R8 Revolver | Cobalt Grip,Field-Tested,0.02,0.04,0.32,49,R8 Revolver,The Ascent Collection,Consumer Grade,0.0,0.80339,
R8 Revolver | Cobalt Grip (Minimal Wear),R8 Revolver | Cobalt Grip,Minimal Wear,0.13,0.06,0.74,25,R8 Revolver,The Ascent Collection,Consumer Grade,0.0,0.80339,
R8 Revolver | Cobalt Grip (Well-Worn),R8 Revolver | Cobalt Grip,Well-Worn,0.06,0.03,0.53,2,R8 Revolver,The Ascent Collection,Consumer Grade,0.0,0.80339,
R8 Revolver | Crazy 8 (Battle-Scarred),R8 Revolver | Crazy 8,Battle-Scarred,0.22,0.31,1.54,68,R8 Revolver,The Recoil Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Crazy 8 (Factory New),R8 Revolver | Crazy 8,Factory New,1.78,2.0,5.56,34,R8 Revolver,The Recoil Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Crazy 8 (Field-Tested),R8 Revolver | Crazy 8,Field-Tested,0.27,0.37,1.04,139,R8 Revolver,The Recoil Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Crazy 8 (Minimal Wear),R8 Revolver | Crazy 8,Minimal Wear,0.65,0.79,2.77,68,R8 Revolver,The Recoil Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Crazy 8 (Well-Worn),R8 Revolver | Crazy 8,Well-Worn,0.23,0.33,0.45,95,R8 Revolver,The Recoil Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Crimson Web (Battle-Scarred),R8 Revolver | Crimson Web,Battle-Scarred,0.06,0.08,0.64,43,R8 Revolver,The Revolver Case Collection,Mil-Spec Grade,0.06,0.8,
R8 Revolver | Crimson Web (Factory New),R8 Revolver | Crimson Web,Factory New,5.0,4.41,13.34,26,R8 Revolver,The Revolver Case Collection,Mil-Spec Grade,0.06,0.8,
R8 Revolver | Crimson Web (Field-Tested),R8 Revolver | Crimson Web,Field-Tested,0.09,0.14,0.19,165,R8 Revolver,The Revolver Case Collection,Mil-Spec Grade,0.06,0.8,
R8 Revolver | Crimson Web (Minimal Wear),R8 Revolver | Crimson Web,Minimal Wear,0.23,0.32,0.98,93,R8 Revolver,The Revolver Case Collection,Mil-Spec Grade,0.06,0.8,
R8 Revolver | Crimson Web (Well-Worn),R8 Revolver | Crimson Web,Well-Worn,0.08,0.1,0.38,32,R8 Revolver,The Revolver Case Collection,Mil-Spec Grade,0.06,0.8,
R8 Revolver | Desert Brush (Battle-Scarred),R8 Revolver | Desert Brush,Battle-Scarred,0.69,0.69,1.46,5,R8 Revolver,The 2021 Dust 2 Collection,Consumer Grade,0.0,0.6,
R8 Revolver | Desert Brush (Factory New),R8 Revolver | Desert Brush,Factory New,0.85,0.76,3.03,32,R8 Revolver,The 2021 Dust 2 Collection,Consumer Grade,0.0,0.6,
R8 Revolver | Desert Brush (Field-Tested),R8 Revolver | Desert Brush,Field-Tested,0.65,0.67,0.76,77,R8 Revolver,The 2021 Dust 2 Collection,Consumer Grade,0.0,0.6,
R8 Revolver | Desert Brush (Minimal Wear),R8 Revolver | Desert Brush,Minimal Wear,0.69,0.73,1.66,25,R8 Revolver,The 2021 Dust 2 Collection,Consumer Grade,0.0,0.6,
R8 Revolver | Desert Brush (Well-Worn),R8 Revolver | Desert Brush,Well-Worn,0.65,0.72,1.19,3,R8 Revolver,The 2021 Dust 2 Collection,Consumer Grade,0.0,0.6,
R8 Revolver | Fade (Factory New),R8 Revolver | Fade,Factory New,13.25,16.58,50.84,65,R8 Revolver,The Revolver Case Collection,Covert,0.0,0.4,
R8 Revolver | Fade (Field-Tested),R8 Revolver | Fade,Field-Tested,8.34,9.71,13.4,65,R8 Revolver,The Revolver Case Collection,Covert,0.0,0.4,
R8 Revolver | Fade (Minimal Wear),R8 Revolver | Fade,Minimal Wear,9.39,9.97,17.11,96,R8 Revolver,The Revolver Case Collection,Covert,0.0,0.4,
R8 Revolver | Fade (Well-Worn),R8 Revolver | Fade,Well-Worn,9.2,10.27,12.6,3,R8 Revolver,The Revolver Case Collection,Covert,0.0,0.4,
R8 Revolver | Grip (Battle-Scarred),R8 Revolver | Grip,Battle-Scarred,0.03,0.05,0.27,188,R8 Revolver,The Clutch Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Grip (Factory New),R8 Revolver | Grip,Factory New,0.39,0.39,1.81,72,R8 Revolver,The Clutch Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Grip (Field-Tested),R8 Revolver | Grip,Field-Tested,0.08,0.1,0.25,173,R8 Revolver,The Clutch Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Grip (Minimal Wear),R8 Revolver | Grip,Minimal Wear,0.09,0.13,0.37,76,R8 Revolver,The Clutch Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Grip (Well-Worn),R8 Revolver | Grip,Well-Worn,0.04,0.06,0.22,228,R8 Revolver,The Clutch Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Inlay (Battle-Scarred),R8 Revolver | Inlay,Battle-Scarred,0.02,0.03,0.1,158,R8 Revolver,The Anubis Collection,Consumer Grade,0.0,0.76,
R8 Revolver | Inlay (Factory New),R8 Revolver | Inlay,Factory New,0.11,0.13,0.97,125,R8 Revolver,The Anubis Collection,Consumer Grade,0.0,0.76,
R8 Revolver | Inlay (Field-Tested),R8 Revolver | Inlay,Field-Tested,0.02,0.03,0.09,1583,R8 Revolver,The Anubis Collection,Consumer Grade,0.0,0.76,
R8 Revolver | Inlay (Minimal Wear),R8 Revolver | Inlay,Minimal Wear,0.04,0.05,0.4,123,R8 Revolver,The Anubis Collection,Consumer Grade,0.0,0.76,
R8 Revolver | Inlay (Well-Worn),R8 Revolver | Inlay,Well-Worn,0.03,0.04,0.45,75,R8 Revolver,The Anubis Collection,Consumer Grade,0.0,0.76,
R8 Revolver | Junk Yard (Battle-Scarred),R8 Revolver | Junk Yard,Battle-Scarred,0.12,0.16,1.08,93,R8 Revolver,The Snakebite Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Junk Yard (Factory New),R8 Revolver | Junk Yard,Factory New,0.66,0.67,4.0,23,R8 Revolver,The Snakebite Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Junk Yard (Field-Tested),R8 Revolver | Junk Yard,Field-Tested,0.17,0.23,0.55,215,R8 Revolver,The Snakebite Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Junk Yard (Minimal Wear),R8 Revolver | Junk Yard,Minimal Wear,0.18,0.25,2.79,25,R8 Revolver,The Snakebite Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Junk Yard (Well-Worn),R8 Revolver | Junk Yard,Well-Worn,0.11,0.16,0.35,345,R8 Revolver,The Snakebite Collection,Mil-Spec Grade,0.0,1.0,
R8 Revolver | Leafhopper (Battle-Scarred),R8 Revolver | Leafhopper,Battle-Scarred,0.19,0.15,1.16,2,R8 Revolver,The Boreal Collection,Industrial Grade,0.0,0.65098,Mil-Spec
R8 Revolver | Leafhopper (Factory New),R8 Revolver | Leafhopper,Factory New,1.54,0.82,5.25,21,R8 Revolver,The Boreal Collection,Industrial Grade,0.0,0.65098,Mil-Spec
R8 Revolver | Leafhopper (Field-Tested),R8 Revolver | Leafhopper,Field-Tested,0.29,0.38,0.41,18,R8 Revolver,The Boreal Collection,Industrial Grade,0.0,0.65098,Mil-Spec
R8 Revolver | Leafhopper (Minimal Wear),R8 Revolver | Leafhopper,Minimal Wear,0.6,0.62,1.11,9,R8 Revolver,The Boreal Collection,Industrial Grade,0.0,0.65098,Mil-Spec
R8 Revolver | Leafhopper (Well-Worn),R8 Revolver | Leafhopper,Well-Worn,,0.21,,0,R8 Revolver,The Boreal Collection,Industrial Grade,0.0,0.65098,Mil-Spec
R8 Revolver | Llama Cannon (Battle-Scarred),R8 Revolver | Llama Cannon,Battle-Scarred,1.93,2.67,5.35,26,R8 Revolver,The Spectrum 2 Collection,Classified,0.03,0.7,Covert
R8 Revolver | Llama Cannon (Factory New),R8 Revolver | Llama Cannon,Factory New,18.04,17.19,47.28,5,R8 Revolver,The Spectrum 2 Collection,Classified,0.03,0.7,Covert
R8 Revolver | Llama Cannon (Field-Tested),R8 Revolver | Llama Cannon,Field-Tested,2.68,3.24,4.82,41,R8 Revolver,The Spectrum 2 Collection,Classified,0.03,0.7,Covert
R8 Revolver | Llama Cannon (Minimal Wear),R8 Revolver | Llama Cannon,Minimal Wear,4.32,5.92,6.85,12,R8 Revolver,The Spectrum 2 Collection,Classified,0.03,0.7,Covert
R8 Revolver | Llama Cannon (Well-Worn),R8 Revolver | Llama Cannon,Well-Worn,2.89,3.2,4.14,13,R8 Revolver,The Spectrum 2 Collection,Classified,0.03,0.7,Covert
R8 Revolver | Memento (Battle-Scarred),R8 Revolver | Memento,Battle-Scarred,0.8,0.89,1.36,29,R8 Revolver,The Shattered Web Collection,Mil-Spec Grade,0.0,0.8,
R8 Revolver | Memento (Factory New),R8 Revolver | Memento,Factory New,2.19,1.79,7.83,17,R8 Revolver,The Shattered Web Collection,Mil-Spec Grade,0.0,0.8,
R8 Revolver | Memento (Field-Tested),R8 Revolver | Memento,Field-Tested,0.77,1.05,1.42,83,R8 Revolver,The Shattered Web Collection,Mil-Spec Grade,0.0,0.8,
R8 Revolver | Memento (Minimal Wear),R8 Revolver | Memento,Minimal Wear,0.94,1.15,1.33,33,R8 Revolver,The Shattered Web Collection,Mil-Spec Grade,0.0,0.8,
R8 Revolver | Memento (Well-Worn),R8 Revolver | Memento,Well-Worn,0.99,1.16,1.38,8,R8 Revolver,The Shattered Web Collection,Mil-Spec Grade,0.0,0.8,
R8 Revolver | Night (Battle-Scarred),R8 Revolver | Night,Battle-Scarred,0.56,0.58,3.74,15,R8 Revolver,The Ancient Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Night (Factory New),R8 Revolver | Night,Factory New,4.37,5.32,14.63,17,R8 Revolver,The Ancient Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Night (Field-Tested),R8 Revolver | Night,Field-Tested,0.38,0.53,1.66,62,R8 Revolver,The Ancient Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Night (Minimal Wear),R8 Revolver | Night,Minimal Wear,0.82,0.57,1.94,10,R8 Revolver,The Ancient Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Night (Well-Worn),R8 Revolver | Night,Well-Worn,0.39,0.52,1.04,7,R8 Revolver,The Ancient Collection,Consumer Grade,0.06,0.8,
R8 Revolver | Nitro (Battle-Scarred),R8 Revolver | Nitro,Battle-Scarred,0.04,0.05,0.3,87,R8 Revolver,The 2018 Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
R8 Revolver | Nitro (Factory New),R8 Revolver | Nitro,Factory New,0.31,0.31,4.13,12,R8 Revolver,The 2018 Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
R8 Revolver | Nitro (Field-Tested),R8 Revolver | Nitro,Field-Tested,0.03,0.06,0.34,267,R8 Revolver,The 2018 Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
R8 Revolver | Nitro (Minimal Wear),R8 Revolver | Nitro,Minimal Wear,0.09,0.13,0.5,207,R8 Revolver,The 2018 Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
R8 Revolver | Nitro (Well-Worn),R8 Revolver | Nitro,Well-Worn,0.04,0.05,0.44,36,R8 Revolver,The 2018 Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
R8 Revolver | Phoenix Marker (Battle-Scarred),R8 Revolver | Phoenix Marker,Battle-Scarred,2.74,2.69,13.43,10,R8 Revolver,The Havoc Collection,Industrial Grade,0.0,0.6,Mil-Spec
R8 Revolver | Phoenix Marker (Factory New),R8 Revolver | Phoenix Marker,Factory New,3.79,3.72,8.25,44,R8 Revolver,The Havoc Collection,Industrial Grade,0.0,0.6,Mil-Spec
R8 Revolver | Phoenix Marker (Field-Tested),R8 Revolver | Phoenix Marker,Field-Tested,3.1,2.58,5.91,18,R8 Revolver,The Havoc Collection,Industrial Grade,0.0,0.6,Mil-Spec
R8 Revolver | Phoenix Marker (Minimal Wear),R8 Revolver | Phoenix Marker,Minimal Wear,3.49,2.75,4.03,9,R8 Revolver,The Havoc Collection,Industrial Grade,0.0,0.6,Mil-Spec
R8 Revolver | Phoenix Marker (Well-Worn),R8 Revolver | Phoenix Marker,Well-Worn,4.28,2.99,15.85,3,R8 Revolver,The Havoc Collection,Industrial Grade,0.0,0.6,Mil-Spec
R8 Revolver | Reboot (Battle-Scarred),R8 Revolver | Reboot,Battle-Scarred,0.34,0.42,1.02,17,R8 Revolver,The Gamma Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Reboot (Factory New),R8 Revolver | Reboot,Factory New,3.34,3.44,11.59,19,R8 Revolver,The Gamma Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Reboot (Field-Tested),R8 Revolver | Reboot,Field-Tested,0.41,0.57,0.82,29,R8 Revolver,The Gamma Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Reboot (Minimal Wear),R8 Revolver | Reboot,Minimal Wear,0.95,1.28,1.88,22,R8 Revolver,The Gamma Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Reboot (Well-Worn),R8 Revolver | Reboot,Well-Worn,0.34,0.46,0.6,22,R8 Revolver,The Gamma Collection,Restricted,0.0,1.0,Classified
R8 Revolver | Skull Crusher (Battle-Scarred),R8 Revolver | Skull Crusher,Battle-Scarred,1.5,1.35,2.79,43,R8 Revolver,The Prisma Collection,Classified,0.25,0.8,Covert
R8 Revolver | Skull Crusher (Field-Tested),R8 Revolver | Skull Crusher,Field-Tested,1.5,1.96,4.46,24,R8 Revolver,The Prisma Collection,Classified,0.25,0.8,Covert
R8 Revolver | Skull Crusher (Well-Worn),R8 Revolver | Skull Crusher,Well-Worn,0.99,1.35,2.45,80,R8 Revolver,The Prisma Collection,Classified,0.25,0.8,Covert
R8 Revolver | Survivalist (Battle-Scarred),R8 Revolver | Survivalist,Battle-Scarred,0.15,0.22,0.53,38,R8 Revolver,The Horizon Collection,Mil-Spec Grade,0.0,0.7,
R8 Revolver | Survivalist (Factory New),R8 Revolver | Survivalist,Factory New,0.32,0.44,1.48,41,R8 Revolver,The Horizon Collection,Mil-Spec Grade,0.0,0.7,
R8 Revolver | Survivalist (Field-Tested),R8 Revolver | Survivalist,Field-Tested,0.2,0.29,1.87,58,R8 Revolver,The Horizon Collection,Mil-Spec Grade,0.0,0.7,
R8 Revolver | Survivalist (Minimal Wear),R8 Revolver | Survivalist,Minimal Wear,0.2,0.28,0.4,26,R8 Revolver,The Horizon Collection,Mil-Spec Grade,0.0,0.7,
R8 Revolver | Survivalist (Well-Worn),R8 Revolver | Survivalist,Well-Worn,0.19,0.25,0.35,16,R8 Revolver,The Horizon Collection,Mil-Spec Grade,0.0,0.7,
R8 Revolver | Tango (Battle-Scarred),R8 Revolver | Tango,Battle-Scarred,0.06,0.09,0.09,129,R8 Revolver,The Gallery Collection,Mil-Spec Grade,0.0,0.851064,
R8 Revolver | Tango (Factory New),R8 Revolver | Tango,Factory New,0.6,0.65,2.25,46,R8 Revolver,The Gallery Collection,Mil-Spec Grade,0.0,0.851064,
R8 Revolver | Tango (Field-Tested),R8 Revolver | Tango,Field-Tested,0.09,0.13,0.18,221,R8 Revolver,The Gallery Collection,Mil-Spec Grade,0.0,0.851064,
R8 Revolver | Tango (Minimal Wear),R8 Revolver | Tango,Minimal Wear,0.21,0.29,0.87,50,R8 Revolver,The Gallery Collection,Mil-Spec Grade,0.0,0.851064,
R8 Revolver | Tango (Well-Worn),R8 Revolver | Tango,Well-Worn,0.08,0.12,0.14,52,R8 Revolver,The Gallery Collection,Mil-Spec Grade,0.0,0.851064,
SCAR-20 | Army Sheen (Factory New),SCAR-20 | Army Sheen,Factory New,3.71,4.47,9.92,14,SCAR-20,The Chop Shop Collection,Consumer Grade,0.0,0.3,
SCAR-20 | Army Sheen (Field-Tested),SCAR-20 | Army Sheen,Field-Tested,2.64,2.5,3.33,8,SCAR-20,The Chop Shop Collection,Consumer Grade,0.0,0.3,
SCAR-20 | Army Sheen (Minimal Wear),SCAR-20 | Army Sheen,Minimal Wear,2.75,2.76,5.52,26,SCAR-20,The Chop Shop Collection,Consumer Grade,0.0,0.3,
SCAR-20 | Assault (Battle-Scarred),SCAR-20 | Assault,Battle-Scarred,0.14,0.2,0.27,12,SCAR-20,The CS20 Collection,Mil-Spec Grade,0.0,0.62,
SCAR-20 | Assault (Factory New),SCAR-20 | Assault,Factory New,0.42,0.31,3.34,26,SCAR-20,The CS20 Collection,Mil-Spec Grade,0.0,0.62,
SCAR-20 | Assault (Field-Tested),SCAR-20 | Assault,Field-Tested,0.26,0.35,0.55,70,SCAR-20,The CS20 Collection,Mil-Spec Grade,0.0,0.62,
SCAR-20 | Assault (Minimal Wear),SCAR-20 | Assault,Minimal Wear,0.22,0.28,1.1,34,SCAR-20,The CS20 Collection,Mil-Spec Grade,0.0,0.62,
SCAR-20 | Assault (Well-Worn),SCAR-20 | Assault,Well-Worn,0.15,0.18,0.42,14,SCAR-20,The CS20 Collection,Mil-Spec Grade,0.0,0.62,
